id,incident_date,title,area,severity,environment,detection,detection_method,detection_evidence,era,status,introduced_sha,introduced_date,prod_exposure_start,detected_date,fix_shas,fix_date,fix_reached_main_date,fix_path,days_live_in_prod,confidence,env_confidence,environment_basis,source,evidence
BUG-0078,2026-04-18,Deleted materials stayed in the Google Sheet,sheets-export,wrong-data,staging,other,unknown,,staging-first,fixed,4050dbb,2026-04-16,,,550eb98,2026-04-18,2026-04-18,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,550eb98 'admins reading the sheet to tally cost saw items that no longer existed in the app'
BUG-0079,2026-04-18,"Editing estimator temp row during POST 404'd, item reappeared",estimator,wrong-data,staging,other,unknown,,staging-first,fixed,b61e81a,2026-04-17,,2026-04-18,6028c2a,2026-04-18,2026-04-18,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,6028c2a: 'the PATCH/DELETE hit the server with a negative id and 404'd silently ... the item would quietly reappear on next refresh'
BUG-0080,2026-04-18,Estimator item add slow (serialized round-trips),estimator,perf,staging,other,unknown,,staging-first,fixed,b61e81a,2026-04-17,,,362d850,2026-04-18,2026-04-18,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,"362d850 'On Render staging that added up to ~1s per item, which is too slow'"
BUG-0081,2026-04-18,Estimator optimistic add lost on navigate away or network loss,estimator,data-loss,staging,other,unknown,,staging-first,fixed,b61e81a,2026-04-17,,2026-04-18,6028c2a,2026-04-18,2026-04-18,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,"6028c2a: 'the request's closure still ran setLocal on an unmounted component and the item was never persisted - no queue, no retry'"
BUG-0082,2026-04-18,Every unsigned DVIR queued for mechanic review,dvir,degraded,staging,other,unknown,,staging-first,fixed,dd8b526,2026-04-16,,,b050c39,2026-04-18,2026-04-18,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,b050c39 'Admin DVIR Review was queuing every unsigned DVIR as pending regardless of inspection result'
BUG-0083,2026-04-18,JWT secret fell back to committed dev secret in deployed envs,auth,wrong-data,prod,other,unknown,,staging-first,fixed,d80df10,2026-02-17,2026-02-17,2026-04-18,6fdfc2c,2026-04-18,2026-04-18,promotion,60,high,med,"auto-blame d80df10 (8/14 removed lines): on main 2026-02-17, fix on main 2026-04-18",commit,6fdfc2c: 'core/config.py no longer silently falls back to the committed dev JWT secret in deployed environments'
BUG-0084,2026-04-18,Logo variant toggle had no visible effect,crew-ui,cosmetic,staging,other,unknown,,staging-first,fixed,0eb78d2,2026-04-18,,2026-04-18,ded6325 171163d,2026-04-18,2026-04-18,staging-only-fix,,med,low,auto-blame 0eb78d2 (17/58 removed lines): bug and fix reached main together or not at all,commit,"171163d: 'Picking ""Dark logo"" on the login screen now renders the un-inverted original instead of always showing the bright inverted placeholder'"
BUG-0085,2026-04-18,Long patch-notes list pushed sign-out off-screen,admin-ui,degraded,staging,other,unknown,,staging-first,fixed,0eb78d2,2026-04-18,,2026-04-18,ded6325 171163d,2026-04-18,2026-04-18,staging-only-fix,,med,low,auto-blame 0eb78d2 (17/58 removed lines): bug and fix reached main together or not at all,commit,ded6325: 'a long changelog can no longer push sign-out off-screen'
BUG-0086,2026-04-18,Malformed event wedged the event sync queue,offline-sync,blocked-workflow,prod,other,unknown,,staging-first,fixed,d80df10,2026-02-17,2026-02-17,2026-04-18,93e26b3,2026-04-18,2026-04-18,promotion,60,high,med,"auto-blame d80df10 (175/211 removed lines): on main 2026-02-17, fix on main 2026-04-18",commit,93e26b3: 'a malformed event used to wedge the entire queue forever because any server errors>0 kept the batch'
BUG-0087,2026-04-18,Materials queue retried 4xx ops forever,offline-sync,blocked-workflow,staging,other,unknown,,staging-first,fixed,6047651,2026-04-16,,2026-04-18,93e26b3,2026-04-18,2026-04-18,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,93e26b3: 'A queued op that hits a 4xx (non-408) is now dropped ... instead of retried forever behind the head of the queue'
BUG-0088,2026-04-18,POST /api/users reachable anonymously,auth,wrong-data,prod,other,unknown,,staging-first,fixed,d80df10,2026-02-17,2026-02-17,2026-04-18,6fdfc2c,2026-04-18,2026-04-18,promotion,60,high,med,"auto-blame d80df10 (8/14 removed lines): on main 2026-02-17, fix on main 2026-04-18",commit,"6fdfc2c: 'The endpoint was reachable anonymously and silently created active accounts, which sidesteps /api/auth/signup's pending-approval flow'"
BUG-0089,2026-04-18,Render proxy timeouts on synchronous Sheets exports,sheets-export,blocked-workflow,staging,other,unknown,,staging-first,fixed,d07864c,2026-04-17,,,7720120,2026-04-18,2026-04-18,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,7720120 'Render proxy timeouts on slow Google Sheets calls were surfacing on the client as Failed to fetch'
BUG-0090,2026-04-18,Text Color setting did not reach brand-colored surfaces,crew-ui,cosmetic,prod,other,unknown,,staging-first,fixed,d80df10,2026-02-17,2026-02-17,2026-04-18,ded6325 171163d 93e26b3,2026-04-18,2026-04-18,promotion,60,med,med,"auto-blame d80df10 (177/266 removed lines): on main 2026-02-17, fix on main 2026-04-18",commit,ded6325: 'Text Color override now reaches brand-coloured surfaces too'; 171163d: 'so the Text Color setting actually darkens them in dark-text mode'
BUG-0091,2026-04-18,Timeline event tile date ran off edge,timeline-events,cosmetic,prod,other,unknown,,staging-first,fixed,162d252,2026-03-24,2026-03-24,2026-04-18,fa355c7 ee04f25,2026-04-18,2026-04-18,promotion,25,high,med,"auto-blame 162d252 (10/14 removed lines): on main 2026-03-24, fix on main 2026-04-18",commit,fa355c7: 'the date ran off the tile's right edge'
BUG-0092,2026-04-18,"Unbounded activity log filled localStorage, saveJson dropped writes",offline-sync,data-loss,prod,other,dev-self-found,"'approaches the per-origin localStorage quota within ~12 months, at which point saveJson was silently dropping writes'",staging-first,fixed,d80df10,2026-02-17,2026-02-17,2026-04-18,f2246e3,2026-04-18,2026-04-18,promotion,60,med,med,"auto-blame d80df10 (3/3 removed lines): on main 2026-02-17, fix on main 2026-04-18",commit,f2246e3: 'saveJson was silently dropping writes because setItem wasn't in a try/catch'
BUG-0093,2026-04-18,iOS date inputs overflowed their tiles,crew-ui,cosmetic,staging,other,unknown,,staging-first,fixed,dd8b526,2026-04-16,,2026-04-18,8fefcc7 11b3854,2026-04-18,2026-04-18,staging-only-fix,,high,med,auto-blame dd8b526 (4/8 removed lines): bug and fix reached main together or not at all,commit,8fefcc7: 'Timeline's Job Date and DVIR's Inspection Date both ran off the tile edge'
BUG-0094,2026-04-19,Timeline date picker showed last session's date,timeline-events,wrong-data,prod,user-reported,crew-reported,'Two field-reported login-time issues',staging-first,fixed,,,,2026-04-19,a0f653d,2026-04-19,2026-04-22,promotion,,high,high,crew hit it in the field (crews run main),commit,a0f653d: 'Timeline date picker showed last session's date on login because the boot effect rehydrated jobDate from stored job meta'
BUG-0095,2026-04-19,iOS Safari zoomed on login input focus,crew-ui,degraded,prod,user-reported,crew-reported,'Two field-reported login-time issues',staging-first,fixed,,,,2026-04-19,a0f653d,2026-04-19,2026-04-22,promotion,,high,high,crew hit it in the field (crews run main),commit,a0f653d: 'Login page zoomed in on iOS Safari because the UA default input font-size is ~13px'
BUG-0096,2026-04-20,Estimator Add Item delayed focus blocked iOS keyboard,estimator,degraded,staging,other,unknown,,staging-first,fixed,14b7edc,2026-04-20,,2026-04-20,3d59599,2026-04-20,2026-04-22,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,3d59599: 'The setTimeout+preventScroll approach prevents iOS from opening the soft keyboard'
BUG-0097,2026-04-20,Estimator refactor patch script dropped TS types,estimator,degraded,staging,other,dev-self-found,'Patch script dropped generic params and explicit types',staging-first,fixed,14b7edc,2026-04-20,,2026-04-20,03c70b1,2026-04-20,2026-04-22,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,03c70b1: 'doAdd override param type + parentheses on ?? || precedence'
BUG-0098,2026-04-21,Admin map event pin times wrong (no UTC Z),admin-ui,wrong-data,prod,other,unknown,,staging-first,fixed,d07864c,2026-04-17,2026-04-18,2026-04-21,b18c352,2026-04-21,2026-04-22,promotion,4,high,med,"auto-blame d07864c (63/72 removed lines): on main 2026-04-18, fix on main 2026-04-22",commit,b18c352: 'fix(map): correct event pin times by adding UTC Z suffix to timestamps'
BUG-0099,2026-04-21,Calendar selection persistence fix inoperative,timeline-events,degraded,staging,other,unknown,,staging-first,fixed,fa31223,2026-04-21,,2026-04-21,b9b92ba,2026-04-21,2026-04-22,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,"b9b92ba: 'making the ""calendar selection survives navigation"" feature completely inoperative'"
BUG-0100,2026-04-21,"Estimate autosave piled tasks into export pool, OOM",perf-oom,perf,staging,other,unknown,,staging-first,fixed,62c2a55,2026-04-21,,2026-04-21,8e02aaa,2026-04-22,2026-04-22,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,"8e02aaa: 'This was the OOM on Apr 21 18:17, after the pool bounding fix was already live'"
BUG-0101,2026-04-21,Estimate sheet export appended duplicate rows every save,sheets-export,wrong-data,prod,other,unknown,,staging-first,fixed,d07864c,2026-04-17,2026-04-18,2026-04-21,b18c352 fef0e09,2026-04-21,2026-04-22,promotion,4,high,med,"auto-blame d07864c (63/72 removed lines): on main 2026-04-18, fix on main 2026-04-22",commit,b18c352: 'replace append-only sheet export with replace strategy to eliminate duplicate rows'; fef0e09 cleanup script removes existing duplicates
BUG-0102,2026-04-21,Estimator blur during save launched duplicate PATCH,estimator,degraded,staging,other,unknown,,staging-first,fixed,62c2a55,2026-04-21,,2026-04-21,33a8663,2026-04-21,2026-04-22,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,"33a8663: 'The ""saving"" branch was launching a second concurrent PATCH for the same item'"
BUG-0103,2026-04-21,Estimator edits dropped within autosave debounce,estimator,data-loss,staging,other,unknown,,staging-first,fixed,62c2a55,2026-04-21,,2026-04-21,33a8663,2026-04-21,2026-04-22,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,33a8663: 'navigating back within the 600ms debounce window would silently drop any unsaved item edits'
BUG-0104,2026-04-21,Estimator item counts ignored quantity,estimator,wrong-data,prod,other,unknown,,staging-first,fixed,b61e81a,2026-04-17,2026-04-18,2026-04-21,1a436ac,2026-04-21,2026-04-22,promotion,4,med,med,"auto-blame b61e81a (3/4 removed lines): on main 2026-04-18, fix on main 2026-04-22",commit,1a436ac: 'Now sums qty across items so 4x Chair + 2x Sofa shows 6'
BUG-0105,2026-04-21,Redundant per-event + Note button,timeline-events,cosmetic,prod,other,unknown,,staging-first,fixed,d80df10,2026-02-17,2026-02-17,2026-04-21,32cd61d,2026-04-21,2026-04-22,promotion,64,low,med,"auto-blame d80df10 (27/30 removed lines): on main 2026-02-17, fix on main 2026-04-22",commit,32cd61d: 'timeline: fix redundant note button'
BUG-0106,2026-04-21,Session date/calendar state survived logout,auth,wrong-data,staging,other,dev-self-found,'vetting fixes' (pre-dates /vet protocol; developer review),staging-first,fixed,fa31223,2026-04-21,,2026-04-21,7c610c6,2026-04-21,2026-04-22,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,7c610c6: 'a subsequent login on the same tab starts fresh and can't see a previous user's date/calendar state'
BUG-0107,2026-04-21,Signature pad strokes offset by devicePixelRatio,dvir,wrong-data,prod,other,unknown,,staging-first,fixed,dd8b526,2026-04-16,2026-04-18,2026-04-21,e39715b,2026-04-21,2026-04-22,direct-to-main,4,high,high,"introducing commit on main 2026-04-18, fix on main 2026-04-22",commit,"e39715b: 'a touch at CSS position (100, 75) was being drawn at (200, 150) on screen'"
BUG-0108,2026-04-21,Stale estimator autosave timer refs caused redundant PATCHes,estimator,degraded,staging,other,unknown,,staging-first,fixed,33a8663,2026-04-21,,2026-04-21,b0b24dc,2026-04-21,2026-04-22,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,"b0b24dc: 'with a stale non-null ref, they'd fire a redundant PATCH even when the debounce had already triggered'"
BUG-0109,2026-04-21,Timeline date and job selection reset on navigation,timeline-events,degraded,prod,other,unknown,,staging-first,fixed,d80df10,2026-02-17,2026-02-17,2026-04-21,fa31223,2026-04-21,2026-04-22,promotion,64,high,med,"auto-blame d80df10 (3/4 removed lines): on main 2026-02-17, fix on main 2026-04-22",commit,fa31223: 'made the crew re-select their job on every return to the timeline tab'
BUG-0110,2026-04-21,Unbounded background export threads caused OOM,perf-oom,perf,prod,other,unknown,,staging-first,fixed,7720120,2026-04-18,2026-04-18,2026-04-21,3a07064,2026-04-21,2026-04-22,promotion,4,high,high,"introducing commit on main 2026-04-18, fix on main 2026-04-22",commit,3a07064: 'stacking up threads each holding a DB session + Google discovery document in memory until Render's 512 MB limit is hit'
BUG-0111,2026-04-22,Estimator Add Item keyboard covered subcategory chips,estimator,degraded,staging,other,unknown,,staging-first,fixed,3d59599,2026-04-20,,2026-04-22,2781b95,2026-04-22,2026-04-22,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,2781b95: 'opening the mobile keyboard over the subcategory chips and forcing crew to scroll'
BUG-0112,2026-04-22,Materials and estimator qty inputs snapped back to 1,crew-ui,blocked-workflow,staging,other,unknown,,staging-first,fixed,3ce7d3b,2026-04-20,,2026-04-22,2781b95,2026-04-22,2026-04-22,staging-only-fix,,high,med,auto-blame 3ce7d3b (27/36 removed lines): bug and fix reached main together or not at all,commit,"2781b95: 'number-clamped state that snapped back to 1 on every keystroke, so crew couldn't clear the field'"
BUG-0113,2026-04-22,Per-event note PATCH sheet updates caused staging OOM,perf-oom,perf,staging,other,unknown,,staging-first,fixed,5a99081,2026-04-22,,2026-04-22,45adad4,2026-04-22,2026-04-22,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,45adad4: 'The staging backend OOM'd at 10:31 AM after the previous commit introduced PATCH /api/events/{id}'
BUG-0114,2026-05-01,Admin Job Summary event times 6 hours off,admin-ui,wrong-data,unknown,other,unknown,,staging-first,fixed,,,,2026-05-01,7933898,2026-05-01,2026-05-01,promotion,,high,,introducing commit not identified,commit,7933898: 'an admin in Mountain saw an event stored as 20:29 UTC rendered as 8:29 PM Mountain - six hours wrong'
BUG-0115,2026-05-01,Alembic at startup pushed boot memory over Render 512 MB (worker OOM),deploy-infra,blocked-workflow,prod,other,unknown,,staging-first,fixed,b36c193,2026-03-27,2026-03-27,2026-05-01,2b71408 5a7db5d c0da460,2026-05-01,2026-05-01,promotion,35,high,low,"auto-blame b36c193 (16/53 removed lines): on main 2026-03-27, fix on main 2026-05-01",commit adr,"2b71408: 'was putting boot peak memory over Render's 512 MB cap ... today it tipped' || ADR 0002: 'We hit OOM kills repeatedly, across multiple deploys... Alembic ran at app startup... Unbounded in-flight requests.'"
BUG-0116,2026-05-01,Cross-device note/timestamp edits hidden by stale cache,offline-sync,wrong-data,prod,other,unknown,,staging-first,fixed,5a99081,2026-04-22,2026-04-22,2026-05-01,792238c,2026-05-01,2026-05-01,promotion,9,high,high,"introducing commit on main 2026-04-22, fix on main 2026-05-01",commit,792238c: 'the stale local row hid the updated note forever'
BUG-0117,2026-05-01,Events whose Sheets append failed never reached the sheet,sheets-export,data-loss,prod,other,unknown,,staging-first,fixed,ded6325,2026-04-18,2026-04-18,2026-05-01,9ded4e9,2026-05-01,2026-05-01,promotion,13,med,med,"auto-blame ded6325 (1/1 removed lines): on main 2026-04-18, fix on main 2026-05-01",commit,9ded4e9: 'the device clears its outbox the moment the server returns ok=True and nothing retries. Events stay in events but never reach the sheet'
